"name","year","quarter","growth","dervgrowth"
"ColdFusion",2013,3,42,30
"ColdFusion",2013,2,12,45
"ColdFusion",2013,1,-33,-65
"ColdFusion",2012,4,32,51
"ColdFusion",2012,3,-19,67
"ColdFusion",2012,2,-86,0
"ColdFusion",2012,1,0,0
"Emacs Lisp",2021,4,-358,305
"Emacs Lisp",2021,3,-663,-595
"Emacs Lisp",2021,2,-68,-412
"Emacs Lisp",2021,1,344,434
"Emacs Lisp",2020,4,-90,684
"Emacs Lisp",2020,3,-774,-1263
"Emacs Lisp",2020,2,489,525
"Emacs Lisp",2020,1,-36,-584
"Emacs Lisp",2019,4,548,535
"Emacs Lisp",2019,3,13,188
"Emacs Lisp",2019,2,-175,-10
"Emacs Lisp",2019,1,-165,-579
"Emacs Lisp",2018,4,414,655
"Emacs Lisp",2018,3,-241,487
"Emacs Lisp",2018,2,-728,-694
"Emacs Lisp",2018,1,-34,-414
"Emacs Lisp",2017,4,380,652
"Emacs Lisp",2017,3,-272,-716
"Emacs Lisp",2017,2,444,390
"Emacs Lisp",2017,1,54,151
"Emacs Lisp",2016,4,-97,123
"Emacs Lisp",2016,3,-220,81
"Emacs Lisp",2016,2,-301,-229
"Emacs Lisp",2016,1,-72,-514
"Emacs Lisp",2015,4,442,318
"Emacs Lisp",2015,3,124,359
"Emacs Lisp",2015,2,-235,-694
"Emacs Lisp",2015,1,459,179
"Emacs Lisp",2014,4,280,324
"Emacs Lisp",2014,3,-44,370
"Emacs Lisp",2014,2,-414,-939
"Emacs Lisp",2014,1,525,482
"Emacs Lisp",2013,4,43,-387
"Emacs Lisp",2013,3,430,385
"Emacs Lisp",2013,2,45,-363
"Emacs Lisp",2013,1,408,422
"Emacs Lisp",2012,4,-14,-44
"Emacs Lisp",2012,3,30,-289
"Emacs Lisp",2012,2,319,0
"Emacs Lisp",2012,1,0,0
"CSS",2021,4,-4251,-3157
"CSS",2021,3,-1094,-1971
"CSS",2021,2,877,821
"CSS",2021,1,56,2284
"CSS",2020,4,-2228,-1336
"CSS",2020,3,-892,-1117
"CSS",2020,2,225,464
"CSS",2020,1,-239,-3222
"CSS",2019,4,2983,4516
"CSS",2019,3,-1533,-1792
"CSS",2019,2,259,869
"CSS",2019,1,-610,-1141
"CSS",2018,4,531,222
"CSS",2018,3,309,5426
"CSS",2018,2,-5117,5299
"CSS",2018,1,-10416,-5888
"CSS",2017,4,-4528,1262
"CSS",2017,3,-5790,-10534
"CSS",2017,2,4744,2714
"CSS",2017,1,2030,346
"CSS",2016,4,1684,5909
"CSS",2016,3,-4225,-1231
"CSS",2016,2,-2994,-10652
"CSS",2016,1,7658,5694
"CSS",2015,4,1964,-4400
"CSS",2015,3,6364,5018
"CSS",2015,2,1346,-2180
"CSS",2015,1,3526,1906
"CSS",2014,4,1620,568
"CSS",2014,3,1052,-977
"CSS",2014,2,2029,152
"CSS",2014,1,1877,-449
"CSS",2013,4,2326,167
"CSS",2013,3,2159,1735
"CSS",2013,2,424,-537
"CSS",2013,1,961,755
"CSS",2012,4,206,39
"CSS",2012,3,167,-167
"CSS",2012,2,334,0
"CSS",2012,1,0,0
"Clojure",2021,4,-720,-793
"Clojure",2021,3,73,145
"Clojure",2021,2,-72,372
"Clojure",2021,1,-444,-59
"Clojure",2020,4,-385,-518
"Clojure",2020,3,133,-29
"Clojure",2020,2,162,293
"Clojure",2020,1,-131,150
"Clojure",2019,4,-281,-152
"Clojure",2019,3,-129,145
"Clojure",2019,2,-274,35
"Clojure",2019,1,-309,-202
"Clojure",2018,4,-107,-20
"Clojure",2018,3,-87,307
"Clojure",2018,2,-394,344
"Clojure",2018,1,-738,-890
"Clojure",2017,4,152,718
"Clojure",2017,3,-566,-169
"Clojure",2017,2,-397,-1021
"Clojure",2017,1,624,596
"Clojure",2016,4,28,569
"Clojure",2016,3,-541,-858
"Clojure",2016,2,317,1197
"Clojure",2016,1,-880,-1944
"Clojure",2015,4,1064,-43
"Clojure",2015,3,1107,795
"Clojure",2015,2,312,-442
"Clojure",2015,1,754,502
"Clojure",2014,4,252,-532
"Clojure",2014,3,784,810
"Clojure",2014,2,-26,-895
"Clojure",2014,1,869,734
"Clojure",2013,4,135,55
"Clojure",2013,3,80,83
"Clojure",2013,2,-3,-44
"Clojure",2013,1,41,-38
"Clojure",2012,4,79,-83
"Clojure",2012,3,162,-11
"Clojure",2012,2,173,0
"Clojure",2012,1,0,0
"Objective-J",2018,2,-191,-456
"Objective-J",2016,1,265,285
"Objective-J",2015,1,-20,-3
"Objective-J",2014,4,-17,-45
"Objective-J",2014,3,28,18
"Objective-J",2014,2,10,156
"Objective-J",2013,2,-146,-254
"Objective-J",2013,1,108,93
"Objective-J",2012,3,15,71
"Objective-J",2012,2,-56,0
"Objective-J",2012,1,0,0
"Elixir",2021,4,-686,-517
"Elixir",2021,3,-169,98
"Elixir",2021,2,-267,204
"Elixir",2021,1,-471,-339
"Elixir",2020,4,-132,456
"Elixir",2020,3,-588,-861
"Elixir",2020,2,273,124
"Elixir",2020,1,149,980
"Elixir",2019,4,-831,-420
"Elixir",2019,3,-411,-1629
"Elixir",2019,2,1218,1812
"Elixir",2019,1,-594,-1533
"Elixir",2018,4,939,810
"Elixir",2018,3,129,400
"Elixir",2018,2,-271,1151
"Elixir",2018,1,-1422,-525
"Elixir",2017,4,-897,-1747
"Elixir",2017,3,850,1571
"Elixir",2017,2,-721,-2340
"Elixir",2017,1,1619,996
"Elixir",2016,4,623,1043
"Elixir",2016,3,-420,-1251
"Elixir",2016,2,831,99
"Elixir",2016,1,732,390
"Elixir",2015,4,342,-370
"Elixir",2015,3,712,55
"Elixir",2015,2,657,416
"Elixir",2015,1,241,487
"Elixir",2014,4,-246,-583
"Elixir",2014,3,337,35
"Elixir",2014,2,302,216
"Elixir",2014,1,86,278
"Elixir",2013,4,-192,-265
"Elixir",2013,3,73,-179
"Elixir",2013,2,252,146
"Elixir",2012,4,106,122
"Elixir",2012,3,-16,-28
"Elixir",2012,2,12,0
"Elixir",2012,1,0,0
"Web Ontology Language",2017,1,36,11
"Web Ontology Language",2015,4,25,0
"Web Ontology Language",2012,1,0,0
"Puppet",2021,4,-27,151
"Puppet",2021,3,-178,-276
"Puppet",2021,2,98,191
"Puppet",2021,1,-93,156
"Puppet",2020,4,-249,-414
"Puppet",2020,3,165,574
"Puppet",2020,2,-409,-527
"Puppet",2020,1,118,99
"Puppet",2019,4,19,275
"Puppet",2019,3,-256,-158
"Puppet",2019,2,-98,-337
"Puppet",2019,1,239,496
"Puppet",2018,4,-257,-561
"Puppet",2018,3,304,834
"Puppet",2018,2,-530,-456
"Puppet",2018,1,-74,461
"Puppet",2017,4,-535,-844
"Puppet",2017,3,309,484
"Puppet",2017,2,-175,-21
"Puppet",2017,1,-154,-119
"Puppet",2016,4,-35,114
"Puppet",2016,3,-149,537
"Puppet",2016,2,-686,-1695
"Puppet",2016,1,1009,1027
"Puppet",2015,4,-18,-74
"Puppet",2015,3,56,598
"Puppet",2015,2,-542,-1073
"Puppet",2015,1,531,162
"Puppet",2014,4,369,233
"Puppet",2014,3,136,151
"Puppet",2014,2,-15,116
"Puppet",2014,1,-131,-805
"Puppet",2013,4,674,191
"Puppet",2013,3,483,338
"Puppet",2013,2,145,79
"Puppet",2013,1,66,-35
"Puppet",2012,4,101,160
"Puppet",2012,3,-59,0
"Puppet",2012,2,0,0
"XSLT",2021,4,-101,-54
"XSLT",2021,3,-47,-55
"XSLT",2021,2,8,-11
"XSLT",2021,1,19,63
"XSLT",2020,4,-44,-132
"XSLT",2020,3,88,94
"XSLT",2020,2,-6,-39
"XSLT",2020,1,33,97
"XSLT",2019,4,-64,-80
"XSLT",2019,3,16,50
"XSLT",2019,2,-34,63
"XSLT",2019,1,-97,23
"XSLT",2018,4,-120,-132
"XSLT",2018,3,12,0
"XSLT",2018,2,12,-44
"XSLT",2018,1,56,156
"XSLT",2017,4,-100,-70
"XSLT",2017,3,-30,177
"XSLT",2017,2,-207,-482
"XSLT",2017,1,275,262
"XSLT",2016,4,13,100
"XSLT",2016,3,-87,53
"XSLT",2016,2,-140,-355
"XSLT",2016,1,215,323
"XSLT",2015,4,-108,-197
"XSLT",2015,3,89,-7
"XSLT",2015,2,96,219
"XSLT",2015,1,-123,-372
"XSLT",2014,4,249,294
"XSLT",2014,3,-45,-12
"XSLT",2014,2,-33,-147
"XSLT",2014,1,114,140
"XSLT",2013,4,-26,-143
"XSLT",2013,3,117,95
"XSLT",2013,2,22,13
"XSLT",2013,1,9,62
"XSLT",2012,3,-53,0
"XSLT",2012,2,0,0
"Vim script",2021,4,-471,-402
"Vim script",2021,3,-69,441
"Vim script",2021,2,-510,-117
"Vim script",2021,1,-393,-361
"Vim script",2020,4,-32,-73
"Vim script",2020,3,41,61
"Vim script",2020,2,-20,-294
"Vim script",2020,1,274,24
"Vim script",2019,4,250,258
"Vim script",2019,3,-8,202
"Vim script",2019,2,-210,-393
"Vim script",2019,1,183,327
"Vim script",2018,4,-144,-300
"Vim script",2018,3,156,516
"Vim script",2018,2,-360,150
"Vim script",2018,1,-510,-721
"Vim script",2017,4,211,527
"Vim script",2017,3,-316,-30
"Vim script",2017,2,-286,-1043
"Vim script",2017,1,757,153
"Vim script",2016,4,604,605
"Vim script",2016,3,-1,-149
"Vim script",2016,2,148,-12
"Vim script",2016,1,160,-107
"Vim script",2015,4,267,238
"Vim script",2015,3,29,15
"Vim script",2015,2,14,-47
"Vim script",2015,1,61,-194
"Vim script",2014,4,255,391
"Vim script",2014,3,-136,-175
"Vim script",2014,2,39,-159
"Vim script",2014,1,198,304
"Vim script",2013,4,-106,-132
"Vim script",2013,3,26,-52
"Vim script",2013,2,78,25
"Vim script",2013,1,53,18
"Vim script",2012,4,35,13
"Vim script",2012,3,22,0
"Vim script",2012,2,0,0
"nesC",2014,2,-201,-245
"nesC",2014,1,44,-390
"nesC",2013,4,434,1067
"nesC",2013,3,-633,-668
"nesC",2013,2,35,-479
"nesC",2013,1,514,436
"nesC",2012,4,78,-49
"nesC",2012,3,127,0
"nesC",2012,2,0,0
"Nix",2022,1,-17315,-15471
"Nix",2021,4,-1844,-3964
"Nix",2021,3,2120,2088
"Nix",2021,2,32,-1986
"Nix",2021,1,2018,-797
"Nix",2020,4,2815,4105
"Nix",2020,3,-1290,-2356
"Nix",2020,2,1066,-417
"Nix",2020,1,1483,795
"Nix",2019,4,688,-506
"Nix",2019,3,1194,557
"Nix",2019,2,637,613
"Nix",2019,1,24,-1209
"Nix",2018,4,1233,1179
"Nix",2018,3,54,1077
"Nix",2018,2,-1023,-4044
"Nix",2018,1,3021,2665
"Nix",2017,4,356,-467
"Nix",2017,3,823,1363
"Nix",2017,2,-540,-1389
"Nix",2017,1,849,1019
"Nix",2016,4,-170,-767
"Nix",2016,3,597,668
"Nix",2016,2,-71,-623
"Nix",2016,1,552,93
"Nix",2015,4,459,279
"Nix",2015,3,180,253
"Nix",2015,2,-73,-592
"Nix",2015,1,519,700
"Nix",2014,4,-181,-628
"Nix",2014,3,447,-46
"Nix",2014,2,493,58
"Nix",2014,1,435,344
"Nix",2013,4,91,-12
"Nix",2013,3,103,-102
"Nix",2013,2,205,89
"Nix",2013,1,116,111
"Nix",2012,4,5,0
"Nix",2012,3,0,0
"VimL",2016,4,47,73
"VimL",2016,3,-26,116
"VimL",2016,2,-142,-74
"VimL",2016,1,-68,-79
"VimL",2015,4,11,65
"VimL",2015,3,-54,-139
"VimL",2015,2,85,-42
"VimL",2015,1,127,131
"VimL",2014,4,-4,41
"VimL",2014,3,-45,-54
"VimL",2014,2,9,-36
"VimL",2014,1,45,234
"VimL",2013,4,-189,-453
"VimL",2013,3,264,252
"VimL",2013,2,12,22
"VimL",2013,1,-10,-40
"VimL",2012,4,30,0
"VimL",2012,3,0,0
"Delphi",2012,4,0,0
"Scheme",2020,2,-123,-176
"Scheme",2019,3,53,44
"Scheme",2019,2,9,5
"Scheme",2019,1,4,-37
"Scheme",2018,4,41,417
"Scheme",2018,3,-376,-670
"Scheme",2018,2,294,277
"Scheme",2018,1,17,69
"Scheme",2017,4,-52,37
"Scheme",2017,3,-89,-182
"Scheme",2017,2,93,105
"Scheme",2017,1,-12,201
"Scheme",2016,4,-213,-265
"Scheme",2016,3,52,10
"Scheme",2016,2,42,92
"Scheme",2016,1,-50,-183
"Scheme",2015,4,133,313
"Scheme",2015,3,-180,-92
"Scheme",2015,2,-88,-347
"Scheme",2015,1,259,328
"Scheme",2014,4,-69,-21
"Scheme",2014,3,-48,-104
"Scheme",2014,2,56,-20
"Scheme",2014,1,76,-57
"Scheme",2013,4,133,107
"Scheme",2013,3,26,18
"Scheme",2013,2,8,0
"Scheme",2012,4,0,0
"Jupyter Notebook",2021,4,-1557,-1514
"Jupyter Notebook",2021,3,-43,1016
"Jupyter Notebook",2021,2,-1059,-652
"Jupyter Notebook",2021,1,-407,296
"Jupyter Notebook",2020,4,-703,-81
"Jupyter Notebook",2020,3,-622,-302
"Jupyter Notebook",2020,2,-320,-1138
"Jupyter Notebook",2020,1,818,444
"Jupyter Notebook",2019,4,374,783
"Jupyter Notebook",2019,3,-409,-1777
"Jupyter Notebook",2019,2,1368,418
"Jupyter Notebook",2019,1,950,925
"Jupyter Notebook",2018,4,25,199
"Jupyter Notebook",2018,3,-174,1745
"Jupyter Notebook",2018,2,-1919,2978
"Jupyter Notebook",2018,1,-4897,-8234
"Jupyter Notebook",2017,4,3337,3789
"Jupyter Notebook",2017,3,-452,-1624
"Jupyter Notebook",2017,2,1172,-1252
"Jupyter Notebook",2017,1,2424,1881
"Jupyter Notebook",2016,4,543,-1326
"Jupyter Notebook",2016,3,1869,2389
"Jupyter Notebook",2016,2,-520,-1913
"Jupyter Notebook",2016,1,1393,887
"Jupyter Notebook",2015,4,506,-1051
"Jupyter Notebook",2015,3,1557,1457
"Jupyter Notebook",2015,2,100,-603
"Jupyter Notebook",2015,1,703,964
"Jupyter Notebook",2014,4,-261,-473
"Jupyter Notebook",2014,3,212,75
"Jupyter Notebook",2014,2,137,-273
"Jupyter Notebook",2014,1,410,418
"Jupyter Notebook",2013,4,-8,-216
"Jupyter Notebook",2013,3,208,166
"Jupyter Notebook",2013,2,42,36
"Jupyter Notebook",2013,1,6,0
"Jupyter Notebook",2012,4,0,0
"TSQL",2021,3,-92,-90
"TSQL",2021,2,-2,50
"TSQL",2021,1,-52,-62
"TSQL",2020,4,10,19
"TSQL",2020,3,-9,177
"TSQL",2020,2,-186,-8
"TSQL",2020,1,-178,-379
"TSQL",2019,4,201,645
"TSQL",2019,3,-444,-463
"TSQL",2019,2,19,-51
"TSQL",2019,1,70,101
"TSQL",2018,4,-31,79
"TSQL",2018,3,-110,-14
"TSQL",2018,2,-96,208
"TSQL",2018,1,-304,-925
"TSQL",2017,4,621,408
"TSQL",2017,3,213,573
"TSQL",2017,2,-360,-570
"TSQL",2017,1,210,229
"TSQL",2016,4,-19,281
"TSQL",2016,3,-300,-633
"TSQL",2016,2,333,486
"TSQL",2016,1,-153,108
"TSQL",2015,4,-261,-524
"TSQL",2015,3,263,398
"TSQL",2015,2,-135,-303
"TSQL",2015,1,168,-212
"TSQL",2014,4,380,529
"TSQL",2014,3,-149,-397
"TSQL",2014,2,248,74
"TSQL",2014,1,174,199
"TSQL",2013,4,-25,-25
"TSQL",2013,3,0,-54
"TSQL",2013,2,54,52
"TSQL",2013,1,2,0
"TSQL",2012,4,0,0
"Common Lisp",2021,3,-60,10
"Common Lisp",2021,2,-70,-96
"Common Lisp",2021,1,26,298
"Common Lisp",2020,4,-272,-374
"Common Lisp",2020,3,102,-131
"Common Lisp",2020,2,233,302
"Common Lisp",2020,1,-69,-158
"Common Lisp",2019,4,89,164
"Common Lisp",2019,3,-75,-146
"Common Lisp",2019,2,71,93
"Common Lisp",2019,1,-22,166
"Common Lisp",2018,4,-188,-323
"Common Lisp",2018,3,135,240
"Common Lisp",2018,2,-105,-36
"Common Lisp",2018,1,-69,427
"Common Lisp",2017,4,-496,-884
"Common Lisp",2017,3,388,281
"Common Lisp",2017,2,107,178
"Common Lisp",2017,1,-71,-189
"Common Lisp",2016,4,118,1052
"Common Lisp",2016,3,-934,-1605
"Common Lisp",2016,2,671,599
"Common Lisp",2016,1,72,-229
"Common Lisp",2015,4,301,313
"Common Lisp",2015,3,-12,48
"Common Lisp",2015,2,-60,-145
"Common Lisp",2015,1,85,73
"Common Lisp",2014,4,12,-115
"Common Lisp",2014,3,127,155
"Common Lisp",2014,2,-28,-30
"Common Lisp",2014,1,2,195
"Common Lisp",2013,3,-193,-422
"Common Lisp",2013,2,229,0
"Common Lisp",2012,4,0,0
"Pascal",2021,4,-119,-198
"Pascal",2021,1,79,64
"Pascal",2020,4,15,52
"Pascal",2020,3,-37,17
"Pascal",2020,2,-54,-143
"Pascal",2019,4,89,81
"Pascal",2019,3,8,19
"Pascal",2019,2,-11,28
"Pascal",2019,1,-39,-104
"Pascal",2018,4,65,138
"Pascal",2018,3,-73,-87
"Pascal",2018,2,14,191
"Pascal",2018,1,-177,-133
"Pascal",2017,4,-44,-118
"Pascal",2017,3,74,457
"Pascal",2017,2,-383,-680
"Pascal",2017,1,297,145
"Pascal",2016,4,152,204
"Pascal",2016,3,-52,67
"Pascal",2016,2,-119,-239
"Pascal",2016,1,120,120
"Pascal",2015,4,0,-128
"Pascal",2015,3,128,103
"Pascal",2015,2,25,17
"Pascal",2015,1,8,36
"Pascal",2014,4,-28,-46
"Pascal",2014,3,18,15
"Pascal",2014,2,3,-37
"Pascal",2014,1,40,111
"Pascal",2013,2,-71,0
"Pascal",2013,1,0,0
"SQF",2019,3,-33,-51
"SQF",2019,2,18,1
"SQF",2019,1,17,57
"SQF",2018,2,-40,210
"SQF",2018,1,-250,-400
"SQF",2017,4,150,303
"SQF",2017,3,-153,-286
"SQF",2017,2,133,278
"SQF",2017,1,-145,-200
"SQF",2016,4,55,93
"SQF",2016,3,-38,-122
"SQF",2016,2,84,-14
"SQF",2016,1,98,183
"SQF",2015,4,-85,-114
"SQF",2015,3,29,90
"SQF",2015,2,-61,-261
"SQF",2015,1,200,246
"SQF",2014,4,-46,0
"SQF",2013,1,0,0
"DM",2021,4,-1078,-1282
"DM",2021,3,204,1438
"DM",2021,2,-1234,-2165
"DM",2021,1,931,2240
"DM",2020,4,-1309,-1796
"DM",2020,3,487,1766
"DM",2020,2,-1279,-1993
"DM",2020,1,714,247
"DM",2019,4,467,842
"DM",2019,3,-375,-1325
"DM",2019,2,950,1126
"DM",2019,1,-176,879
"DM",2018,4,-1055,-700
"DM",2018,3,-355,4675
"DM",2018,2,-5030,-4280
"DM",2018,1,-750,-2523
"DM",2017,4,1773,3771
"DM",2017,3,-1998,-6932
"DM",2017,2,4934,2150
"DM",2017,1,2784,3079
"DM",2016,4,-295,1076
"DM",2016,3,-1371,-1914
"DM",2016,2,543,246
"DM",2016,1,297,-798
"DM",2015,4,1095,797
"DM",2015,3,298,-114
"DM",2015,2,412,-40
"DM",2015,1,452,-304
"DM",2014,4,756,612
"DM",2014,3,144,477
"DM",2014,2,-333,-842
"DM",2014,1,509,363
"DM",2013,4,146,68
"DM",2013,3,78,-598
"DM",2013,2,676,0
"DM",2013,1,0,0
"Kotlin",2021,4,-2211,-1483
"Kotlin",2021,3,-728,100
"Kotlin",2021,2,-828,-820
"Kotlin",2021,1,-8,-99
"Kotlin",2020,4,91,0
"Kotlin",2020,3,91,328
"Kotlin",2020,2,-237,-1238
"Kotlin",2020,1,1001,835
"Kotlin",2019,4,166,732
"Kotlin",2019,3,-566,-1030
"Kotlin",2019,2,464,-800
"Kotlin",2019,1,1264,1361
"Kotlin",2018,4,-97,-1280
"Kotlin",2018,3,1183,2852
"Kotlin",2018,2,-1669,963
"Kotlin",2018,1,-2632,-3722
"Kotlin",2017,4,1090,-539
"Kotlin",2017,3,1629,-13
"Kotlin",2017,2,1642,-336
"Kotlin",2017,1,1978,1907
"Kotlin",2016,4,71,-789
"Kotlin",2016,3,860,562
"Kotlin",2016,2,298,-843
"Kotlin",2016,1,1141,197
"Kotlin",2015,4,944,984
"Kotlin",2015,3,-40,-757
"Kotlin",2015,2,717,1222
"Kotlin",2015,1,-505,-1777
"Kotlin",2014,4,1272,1392
"Kotlin",2014,3,-120,45
"Kotlin",2014,2,-165,-984
"Kotlin",2014,1,819,690
"Kotlin",2013,4,129,-62
"Kotlin",2013,3,191,145
"Kotlin",2013,2,46,0
"Kotlin",2013,1,0,0
"OCaml",2021,4,-216,-205
"OCaml",2021,3,-11,-389
"OCaml",2021,2,378,996
"OCaml",2021,1,-618,-1007
"OCaml",2020,4,389,445
"OCaml",2020,3,-56,-1
"OCaml",2020,2,-55,133
"OCaml",2020,1,-188,-318
"OCaml",2019,4,130,1119
"OCaml",2019,3,-989,-1915
"OCaml",2019,2,926,764
"OCaml",2019,1,162,334
"OCaml",2018,4,-172,-175
"OCaml",2018,3,3,204
"OCaml",2018,2,-201,113
"OCaml",2018,1,-314,-718
"OCaml",2017,4,404,1060
"OCaml",2017,3,-656,-731
"OCaml",2017,2,75,109
"OCaml",2017,1,-34,-497
"OCaml",2016,4,463,666
"OCaml",2016,3,-203,-541
"OCaml",2016,2,338,-255
"OCaml",2016,1,593,233
"OCaml",2015,4,360,620
"OCaml",2015,3,-260,-582
"OCaml",2015,2,322,115
"OCaml",2015,1,207,96
"OCaml",2014,4,111,121
"OCaml",2014,3,-10,-275
"OCaml",2014,2,265,381
"OCaml",2014,1,-116,-387
"OCaml",2013,4,271,164
"OCaml",2013,3,107,-94
"OCaml",2013,2,201,0
"OCaml",2013,1,0,0
"Julia",2021,4,-225,-100
"Julia",2021,3,-125,-170
"Julia",2021,2,45,135
"Julia",2021,1,-90,-174
"Julia",2020,4,84,187
"Julia",2020,3,-103,255
"Julia",2020,2,-358,-888
"Julia",2020,1,530,569
"Julia",2019,4,-39,-169
"Julia",2019,3,130,431
"Julia",2019,2,-301,-363
"Julia",2019,1,62,311
"Julia",2018,4,-249,-652
"Julia",2018,3,403,663
"Julia",2018,2,-260,-90
"Julia",2018,1,-170,68
"Julia",2017,4,-238,446
"Julia",2017,3,-684,-781
"Julia",2017,2,97,-606
"Julia",2017,1,703,1621
"Julia",2016,4,-918,-1292
"Julia",2016,3,374,56
"Julia",2016,2,318,607
"Julia",2016,1,-289,219
"Julia",2015,4,-508,-1451
"Julia",2015,3,943,597
"Julia",2015,2,346,65
"Julia",2015,1,281,380
"Julia",2014,4,-99,-314
"Julia",2014,3,215,219
"Julia",2014,2,-4,-174
"Julia",2014,1,170,8
"Julia",2013,4,162,77
"Julia",2013,3,85,81
"Julia",2013,2,4,0
"Julia",2013,1,0,0
"Smalltalk",2021,3,-71,-167
"Smalltalk",2021,2,96,91
"Smalltalk",2021,1,5,177
"Smalltalk",2020,4,-172,-37
"Smalltalk",2020,3,-135,-494
"Smalltalk",2020,2,359,485
"Smalltalk",2020,1,-126,-62
"Smalltalk",2019,4,-64,16
"Smalltalk",2019,3,-80,-229
"Smalltalk",2019,2,149,189
"Smalltalk",2019,1,-40,65
"Smalltalk",2018,4,-105,-218
"Smalltalk",2018,3,113,111
"Smalltalk",2018,2,2,83
"Smalltalk",2018,1,-81,63
"Smalltalk",2017,4,-144,-283
"Smalltalk",2017,3,139,75
"Smalltalk",2017,2,64,71
"Smalltalk",2017,1,-7,-65
"Smalltalk",2016,4,58,242
"Smalltalk",2016,3,-184,-23
"Smalltalk",2016,2,-161,-476
"Smalltalk",2016,1,315,303
"Smalltalk",2015,4,12,20
"Smalltalk",2015,3,-8,-109
"Smalltalk",2015,2,101,155
"Smalltalk",2015,1,-54,-96
"Smalltalk",2014,4,42,76
"Smalltalk",2014,3,-34,-120
"Smalltalk",2014,2,86,51
"Smalltalk",2014,1,35,67
"Smalltalk",2013,4,-32,-46
"Smalltalk",2013,3,14,-50
"Smalltalk",2013,2,64,0
"Smalltalk",2013,1,0,0
"PowerShell",2021,4,107,343
"PowerShell",2021,3,-236,422
"PowerShell",2021,2,-658,-424
"PowerShell",2021,1,-234,-360
"PowerShell",2020,4,126,372
"PowerShell",2020,3,-246,-305
"PowerShell",2020,2,59,4
"PowerShell",2020,1,55,-109
"PowerShell",2019,4,164,508
"PowerShell",2019,3,-344,-249
"PowerShell",2019,2,-95,-209
"PowerShell",2019,1,114,177
"PowerShell",2018,4,-63,594
"PowerShell",2018,3,-657,-354
"PowerShell",2018,2,-303,266
"PowerShell",2018,1,-569,-347
"PowerShell",2017,4,-222,-214
"PowerShell",2017,3,-8,504
"PowerShell",2017,2,-512,-1498
"PowerShell",2017,1,986,754
"PowerShell",2016,4,232,264
"PowerShell",2016,3,-32,357
"PowerShell",2016,2,-389,-1009
"PowerShell",2016,1,620,226
"PowerShell",2015,4,394,-34
"PowerShell",2015,3,428,-720
"PowerShell",2015,2,1148,862
"PowerShell",2015,1,286,162
"PowerShell",2014,4,124,-1
"PowerShell",2014,3,125,111
"PowerShell",2014,2,14,-113
"PowerShell",2014,1,127,-15
"PowerShell",2013,4,142,118
"PowerShell",2013,3,24,11
"PowerShell",2013,2,13,0
"PowerShell",2013,1,0,0
"ActionScript",2017,2,-7,92
"ActionScript",2016,3,-99,-85
"ActionScript",2016,2,-14,117
"ActionScript",2016,1,-131,-145
"ActionScript",2015,4,14,-22
"ActionScript",2015,3,36,-54
"ActionScript",2015,2,90,100
"ActionScript",2015,1,-10,402
"ActionScript",2014,4,-412,-653
"ActionScript",2014,3,241,114
"ActionScript",2014,2,127,-13
"ActionScript",2014,1,140,117
"ActionScript",2013,4,23,0
"ActionScript",2013,1,0,0
"Dart",2021,4,-2015,-694
"Dart",2021,3,-1321,-670
"Dart",2021,2,-651,-1129
"Dart",2021,1,478,311
"Dart",2020,4,167,-962
"Dart",2020,3,1129,1112
"Dart",2020,2,17,814
"Dart",2020,1,-797,-939
"Dart",2019,4,142,-828
"Dart",2019,3,970,67
"Dart",2019,2,903,-1184
"Dart",2019,1,2087,2735
"Dart",2018,4,-648,-844
"Dart",2018,3,196,133
"Dart",2018,2,63,-877
"Dart",2018,1,940,684
"Dart",2017,4,256,1174
"Dart",2017,3,-918,-1100
"Dart",2017,2,182,-816
"Dart",2017,1,998,308
"Dart",2016,4,690,1146
"Dart",2016,3,-456,-267
"Dart",2016,2,-189,-709
"Dart",2016,1,520,-322
"Dart",2015,4,842,1187
"Dart",2015,3,-345,-1000
"Dart",2015,2,655,47
"Dart",2015,1,608,648
"Dart",2014,4,-40,-31
"Dart",2014,3,-9,-28
"Dart",2014,2,19,-128
"Dart",2014,1,147,-35
"Dart",2013,4,182,127
"Dart",2013,3,55,0
"Dart",2013,2,0,0
"Vala",2021,4,-104,-252
"Vala",2021,3,148,146
"Vala",2021,2,2,6
"Vala",2021,1,-4,-5
"Vala",2020,4,1,237
"Vala",2020,3,-236,-389
"Vala",2020,2,153,162
"Vala",2020,1,-9,-40
"Vala",2019,4,31,3
"Vala",2019,3,28,122
"Vala",2019,2,-94,84
"Vala",2019,1,-178,-381
"Vala",2018,4,203,415
"Vala",2018,3,-212,-223
"Vala",2018,2,11,34
"Vala",2018,1,-23,133
"Vala",2017,4,-156,-181
"Vala",2017,3,25,-334
"Vala",2017,2,359,270
"Vala",2017,1,89,93
"Vala",2016,4,-4,22
"Vala",2016,3,-26,119
"Vala",2016,2,-145,-398
"Vala",2016,1,253,384
"Vala",2015,4,-131,-50
"Vala",2015,3,-81,-194
"Vala",2015,2,113,-38
"Vala",2015,1,151,140
"Vala",2014,3,11,36
"Vala",2014,2,-25,-53
"Vala",2014,1,28,65
"Vala",2013,3,-37,0
"Vala",2013,2,0,0
"Haxe",2021,1,-49,-14
"Haxe",2020,4,-35,13
"Haxe",2020,3,-48,-170
"Haxe",2020,2,122,224
